latitude,longitude,elevation,date,month,season,soil_moisture,soil_temperature,soil_ph,bulk_density,sand_percentage,silt_percentage,clay_percentage,nitrogen_content,phosphorus_content,potassium_content,organic_matter,electrical_conductivity,air_temperature,relative_humidity,rainfall,solar_radiation,days_since_fertilization,fertilizer_type,irrigation_frequency,crop_rotation,soil_health_index,crop_yield_potential,fertilizer_n_recommendation,fertilizer_p_recommendation,fertilizer_k_recommendation,irrigation_requirement,soil_degradation_risk,cluster_labels
25.6,-97.5,148.4,2023-02-27,2,Winter,23.2,19.3,9.0,1.3,67.8,14.5,17.7,22.4,6.4,41.2,0.51,0.6,17.8,62.2,12.7,15.6,3,NPK,1,Corn-Soy,49.4,2.4,177.6,93.6,108.8,21.5,Medium,2
37.7,-91.1,125.5,2023-08-23,8,Summer,19.1,24.3,6.37,1.5,38.6,45.4,16.1,18.0,6.9,50.1,1.85,0.1,25.4,64.2,27.8,25.8,14,Phosphorus,2,Corn-Soy,68.6,3.3,182.0,93.1,99.9,46.3,Medium,1
31.3,-91.5,234.3,2023-02-02,2,Winter,25.4,15.7,5.48,1.5,77.0,18.7,4.3,19.1,12.6,113.7,1.84,0.3,15.8,77.4,42.1,12.1,258,Phosphorus,1,Monoculture,56.6,3.8,180.9,87.4,36.3,19.7,Medium,0
35.2,-103.4,540.9,2023-11-20,11,Fall,18.0,17.3,5.38,1.2,77.9,9.9,12.2,40.3,10.7,20.7,7.33,0.8,16.8,89.3,9.5,20.1,353,Phosphorus,4,Diversified,72.4,4.2,159.7,89.3,129.3,32.0,Low,3
43.2,-104.2,137.8,2024-02-15,2,Winter,30.3,8.6,6.02,1.3,79.3,15.3,5.4,28.2,10.4,36.7,4.44,0.7,3.7,86.2,12.3,8.8,227,Phosphorus,0,Corn-Soy,74.8,3.1,171.8,89.6,113.3,15.7,Low,0
30.0,-114.7,541.5,2023-10-02,10,Fall,23.6,19.6,9.0,1.5,58.6,36.7,4.7,18.6,7.3,108.5,1.22,1.8,24.7,67.6,14.6,16.3,331,NPK,1,Monoculture,46.4,3.4,181.4,92.7,41.5,26.4,Medium,3
33.2,-101.7,60.6,2023-03-09,3,Spring,33.4,23.3,5.6,1.2,56.4,39.7,3.8,17.5,24.0,80.1,0.76,0.3,26.4,52.3,40.2,16.2,350,Nitrogen,0,Monoculture,56.6,3.2,182.5,76.0,69.9,16.6,Medium,2
40.1,-115.0,298.4,2023-08-05,8,Summer,36.0,26.3,9.0,1.3,68.1,31.9,0.0,21.0,4.1,31.6,1.6,0.9,29.9,36.7,85.1,21.1,97,Phosphorus,2,Wheat-Legume,50.3,4.7,179.0,95.9,118.4,21.1,Medium,2
29.6,-81.7,345.3,2024-08-03,8,Summer,9.8,30.0,5.13,1.1,27.8,56.9,15.3,23.7,50.4,50.4,1.08,0.1,29.7,49.7,81.3,27.1,92,NPK,6,Corn-Soy,50.7,3.7,176.3,49.6,99.6,60.3,Medium,1
26.5,-71.7,162.1,2023-11-19,11,Fall,12.4,18.8,9.0,1.3,54.7,17.7,27.6,16.8,12.1,74.8,8.0,0.5,22.4,56.7,5.5,17.3,169,Organic,3,Corn-Soy,59.4,3.5,183.2,87.9,75.2,37.6,Low,2
30.8,-71.5,96.8,2023-08-06,8,Summer,5.0,30.8,6.05,1.2,42.3,56.3,1.5,11.2,7.6,82.7,0.68,0.2,39.3,29.3,28.4,26.0,109,Phosphorus,1,Diversified,45.8,2.4,188.8,92.4,67.3,67.5,Medium,1
28.2,-76.7,452.3,2024-11-02,11,Fall,15.3,22.2,9.0,1.4,41.1,49.4,9.5,26.2,4.1,36.8,1.42,0.1,25.9,42.9,25.4,15.7,80,,1,Wheat-Legume,41.5,2.9,173.8,95.9,113.2,34.7,Medium,3
43.6,-90.0,258.2,2024-05-26,5,Spring,26.4,14.8,9.0,1.2,53.3,34.5,12.2,16.4,5.3,41.1,2.47,0.7,16.9,64.6,15.3,10.7,121,Organic,4,Fallow,52.8,3.0,183.6,94.7,108.9,23.6,Low,0
41.2,-85.0,1187.1,2024-02-10,2,Winter,24.4,6.0,9.0,1.3,39.7,49.4,10.9,14.8,13.9,36.5,0.5,0.2,8.3,71.7,29.5,14.1,71,NPK,0,Monoculture,46.5,2.4,185.2,86.1,113.5,20.5,Medium,0
37.7,-105.7,546.5,2024-10-20,10,Fall,12.9,16.0,6.85,1.4,13.6,56.9,29.5,16.1,8.9,49.2,1.05,0.5,21.7,79.8,5.8,17.5,291,NPK,1,Wheat-Legume,47.0,2.9,183.9,91.1,100.8,37.1,Medium,3
42.4,-88.5,549.5,2024-04-14,4,Spring,30.7,13.7,5.23,1.1,94.5,1.1,4.4,14.5,4.7,65.6,3.44,0.9,12.2,83.2,92.4,14.8,74,NPK,2,Corn-Soy,65.4,5.6,185.5,95.3,84.4,19.3,Low,0
41.1,-97.2,13.9,2023-05-27,5,Spring,26.9,20.4,7.49,1.2,43.6,20.0,36.4,29.1,4.9,90.2,2.84,0.4,22.0,47.7,47.6,14.3,165,NPK,1,Monoculture,60.0,4.7,170.9,95.1,59.8,23.1,Low,0
28.7,-95.9,140.2,2023-09-29,9,Fall,14.9,20.2,5.72,1.4,52.8,20.9,26.3,32.3,7.6,31.3,3.04,0.3,22.3,53.1,22.5,20.9,63,NPK,3,Monoculture,69.0,4.5,167.7,92.4,118.7,35.1,Low,2
42.9,-82.1,86.2,2023-05-23,5,Spring,31.2,18.7,9.0,1.7,39.3,36.9,23.8,28.9,8.8,81.8,2.3,0.5,21.8,55.9,189.7,15.7,282,Phosphorus,2,Wheat-Legume,57.2,7.0,171.1,91.2,68.2,18.8,Medium,1
35.8,-105.9,29.2,2023-09-10,9,Fall,17.4,15.5,7.37,1.0,39.0,18.9,42.1,22.5,20.4,58.7,1.41,2.8,15.3,67.5,29.9,16.9,133,,1,Fallow,47.5,1.4,177.5,79.6,91.3,32.6,Medium,3
41.1,-104.1,242.7,2024-07-28,7,Summer,31.3,29.0,7.06,1.4,78.7,15.7,5.7,10.7,8.2,49.6,0.5,0.1,25.0,46.6,12.8,24.9,246,NPK,7,Fallow,57.5,3.2,189.3,91.8,100.4,28.1,Medium,2
42.9,-73.8,444.4,2024-07-05,7,Summer,20.7,21.2,5.8,1.5,53.7,38.3,8.0,26.0,70.9,144.4,1.34,0.2,23.4,56.3,69.8,24.8,104,Phosphorus,3,Corn-Soy,56.1,4.6,174.0,29.1,5.6,44.0,Medium,1
31.4,-117.2,106.0,2023-09-27,9,Fall,19.2,18.8,6.23,1.3,35.3,60.8,4.0,54.0,14.0,107.7,2.98,1.4,27.9,60.8,11.8,12.5,150,Nitrogen,3,Wheat-Legume,60.5,3.6,146.0,86.0,42.3,30.8,Low,3
27.2,-95.7,31.5,2024-08-21,8,Summer,24.1,34.3,8.3,1.1,26.2,49.8,23.9,18.3,19.4,26.4,2.42,2.6,37.6,32.4,18.3,28.4,235,NPK,2,Wheat-Legume,50.4,2.5,181.7,80.6,123.6,38.9,Medium,1
29.6,-74.4,114.4,2024-03-14,3,Spring,14.0,22.4,7.84,1.3,62.9,33.3,3.9,9.0,27.5,108.8,0.8,0.4,20.9,49.2,22.0,20.8,282,NPK,1,Wheat-Legume,46.8,1.7,191.0,72.5,41.2,36.0,Medium,2
33.5,-89.5,220.3,2024-08-20,8,Summer,31.7,28.9,8.82,1.1,38.7,49.4,11.9,28.9,4.6,54.9,2.62,0.1,29.4,28.2,11.7,25.9,280,,3,Fallow,55.1,4.1,171.1,95.4,95.1,27.4,Low,1
41.4,-92.7,207.7,2024-02-13,2,Winter,36.3,10.7,9.0,1.2,73.9,13.8,12.4,8.3,8.0,31.9,0.5,0.9,11.9,55.1,40.7,7.1,364,,1,Fallow,38.6,2.6,191.7,92.0,118.1,11.0,High,0
42.2,-107.5,252.0,2024-01-06,1,Winter,23.7,3.9,9.0,1.4,40.1,55.4,4.5,12.5,10.1,90.1,0.5,0.5,10.6,79.4,35.9,9.1,277,Organic,1,Wheat-Legume,44.5,1.6,187.5,89.9,59.9,21.1,Medium,0
25.1,-102.8,340.2,2023-08-13,8,Summer,13.0,31.6,5.35,1.3,64.4,21.5,14.1,17.7,27.1,91.9,3.22,0.4,33.2,44.0,9.4,28.7,231,,2,Diversified,54.1,2.1,182.3,72.9,58.1,55.6,Low,1
35.2,-77.4,247.3,2023-05-22,5,Spring,21.9,22.3,7.96,1.3,66.9,26.5,6.6,35.0,11.8,56.4,1.81,1.7,27.6,49.1,16.3,18.6,45,Organic,0,Wheat-Legume,59.3,3.4,165.0,88.2,93.6,28.1,Medium,2
33.3,-92.0,461.8,2024-06-05,6,Summer,10.7,29.7,7.78,1.1,41.8,50.6,7.6,21.8,13.0,65.2,4.14,0.1,32.3,38.2,12.4,28.3,186,Organic,3,Diversified,65.2,3.8,178.2,87.0,84.8,58.9,Low,1
29.4,-94.3,107.9,2024-05-20,5,Spring,16.4,23.1,5.1,1.2,35.9,16.1,48.0,14.9,22.5,57.5,2.25,0.2,25.4,50.2,27.9,22.6,306,NPK,2,Monoculture,51.7,4.0,185.1,77.5,92.5,33.6,Low,1
27.4,-115.0,200.8,2023-04-04,4,Spring,18.5,29.5,8.12,1.4,58.3,23.5,18.1,15.0,22.2,52.5,7.1,0.5,28.5,52.4,21.8,19.5,344,NPK,3,Wheat-Legume,73.7,4.6,185.0,77.8,97.5,31.5,Low,2
31.8,-119.2,381.3,2023-02-18,2,Winter,8.8,15.1,9.0,1.0,28.8,42.9,28.3,11.7,36.0,105.3,0.5,0.1,19.5,57.4,42.2,13.7,26,NPK,1,Fallow,46.8,3.9,188.3,64.0,44.7,32.9,Medium,0
43.9,-71.8,308.5,2023-04-23,4,Spring,27.1,19.1,8.18,1.0,41.8,28.9,29.2,15.4,4.3,49.3,3.79,1.0,19.5,63.7,61.2,15.0,267,,4,Monoculture,57.7,4.0,184.6,95.7,100.7,22.9,Low,0
31.5,-101.2,799.3,2023-06-06,6,Summer,20.9,31.2,5.17,1.2,39.1,53.7,7.2,18.1,8.1,93.6,2.59,0.7,36.6,35.1,66.0,28.9,197,NPK,5,Wheat-Legume,58.0,4.2,181.9,91.9,56.4,43.6,Low,1
35.4,-89.8,112.1,2024-10-04,10,Fall,32.2,14.7,5.73,1.2,22.7,45.5,31.8,20.7,9.2,68.3,3.42,0.1,16.8,68.3,2.2,20.2,304,,2,Monoculture,58.0,2.0,179.3,90.8,81.7,17.8,Low,3
39.1,-116.0,386.2,2023-06-13,6,Summer,29.9,25.7,7.61,1.5,54.2,27.0,18.9,27.4,6.9,33.3,2.56,0.2,27.5,29.5,63.9,26.1,79,Phosphorus,5,Wheat-Legume,65.9,5.5,172.6,93.1,116.7,30.2,Low,1
32.3,-85.8,146.8,2024-11-27,11,Fall,16.1,19.3,5.55,0.8,47.8,30.7,21.5,22.1,16.2,51.5,3.17,0.2,19.1,71.9,8.1,18.3,188,Organic,3,Corn-Soy,60.6,3.8,177.9,83.8,98.5,33.9,Low,3
44.4,-73.4,133.1,2024-03-08,3,Spring,28.0,16.8,8.4,1.3,53.9,37.6,8.5,11.1,19.5,53.6,0.5,1.0,17.4,69.2,24.2,18.8,174,NPK,3,Corn-Soy,50.6,2.9,188.9,80.5,96.4,22.0,Medium,0
44.2,-91.2,524.3,2024-09-02,9,Fall,30.8,13.8,7.09,1.6,33.8,58.6,7.7,7.3,3.5,43.9,1.93,0.2,14.4,66.1,32.2,17.0,84,NPK,3,Wheat-Legume,59.3,3.6,192.7,96.5,106.1,19.2,Medium,3
30.0,-113.7,245.2,2023-03-07,3,Spring,26.4,20.3,9.0,1.4,52.8,27.3,19.9,14.6,19.1,45.2,1.31,0.2,22.4,55.7,18.6,18.3,351,Nitrogen,4,Monoculture,49.8,2.6,185.4,80.9,104.8,23.6,Medium,2
34.9,-90.9,304.6,2024-01-30,1,Winter,31.4,12.4,6.5,1.0,32.1,57.8,10.0,55.7,7.5,71.2,8.0,0.7,19.2,69.0,10.2,12.3,251,,2,Corn-Soy,72.1,4.2,144.3,92.5,78.8,14.9,Low,0
31.0,-81.7,156.7,2024-01-26,1,Winter,25.2,13.1,7.67,1.8,22.2,43.7,34.1,17.0,12.4,77.1,6.2,0.4,10.8,75.1,5.7,11.8,217,,3,Wheat-Legume,60.4,3.6,183.0,87.6,72.9,19.9,Medium,0
30.7,-99.7,164.5,2024-09-02,9,Fall,22.3,15.9,5.9,1.2,62.0,19.9,18.1,21.9,6.4,70.3,1.53,0.2,18.3,71.1,12.1,20.7,340,NPK,4,Corn-Soy,62.5,2.8,178.1,93.6,79.7,27.7,Medium,2
25.7,-76.0,56.1,2024-04-24,4,Spring,30.7,27.5,9.0,0.8,18.8,28.5,52.7,9.9,21.2,58.4,0.5,0.4,34.8,41.4,60.9,21.8,229,,1,Corn-Soy,42.9,2.4,190.1,78.8,91.6,19.3,Medium,1
37.2,-87.6,286.9,2024-06-25,6,Summer,19.2,24.5,7.01,1.5,22.8,30.0,47.2,15.2,6.4,46.8,1.04,1.3,23.0,67.3,53.1,25.2,289,Phosphorus,3,Wheat-Legume,51.7,4.1,184.8,93.6,103.2,46.2,Medium,1
35.1,-75.0,98.3,2023-09-15,9,Fall,30.5,17.2,5.31,1.1,48.0,41.5,10.5,27.6,11.8,47.1,0.93,0.3,18.0,55.9,15.4,14.9,16,Nitrogen,3,Wheat-Legume,54.8,2.4,172.4,88.2,102.9,19.5,Medium,3
26.0,-88.8,223.6,2024-07-20,7,Summer,15.1,32.0,9.0,1.7,44.7,16.4,38.9,26.2,18.3,60.4,1.86,0.1,36.6,38.9,26.0,29.9,80,NPK,7,Diversified,50.1,3.1,173.8,81.7,89.6,52.4,Medium,1
30.6,-113.4,461.4,2023-01-12,1,Winter,30.9,8.7,6.44,1.4,60.2,26.9,12.9,20.3,15.1,72.4,3.28,0.7,7.1,64.1,6.5,13.9,330,Phosphorus,0,Wheat-Legume,71.4,2.8,179.7,84.9,77.6,15.3,Low,0
43.2,-104.5,40.1,2024-11-27,11,Fall,36.3,10.4,9.0,1.7,46.5,52.3,1.2,24.6,6.8,105.0,0.83,3.2,17.0,57.4,22.5,11.6,168,NPK,3,Corn-Soy,42.7,2.0,175.4,93.2,45.0,13.7,High,3
29.8,-109.9,1392.8,2023-04-28,4,Spring,32.5,25.7,6.47,1.1,25.7,33.1,41.2,38.5,11.5,63.9,0.86,0.1,31.5,31.8,10.3,21.5,128,Organic,0,Fallow,60.9,4.1,161.5,88.5,86.1,17.5,Medium,1
27.9,-74.6,130.7,2024-11-29,11,Fall,15.6,20.3,5.53,1.6,62.0,22.4,15.6,21.9,11.5,71.9,1.19,0.5,23.2,56.2,9.6,19.3,280,Phosphorus,1,Wheat-Legume,52.3,3.3,178.1,88.5,78.1,34.4,Medium,2
34.8,-82.0,228.6,2024-07-03,7,Summer,24.8,27.3,6.97,1.1,82.8,16.9,0.3,45.9,19.3,29.0,3.85,0.3,20.4,58.5,18.4,24.0,364,NPK,3,Wheat-Legume,68.6,4.5,154.1,80.7,121.0,37.8,Low,2
44.7,-86.2,304.4,2023-10-01,10,Fall,41.5,13.3,5.26,1.4,64.9,8.8,26.3,24.3,10.5,27.0,2.54,0.4,13.8,65.6,16.5,16.7,46,,0,Diversified,57.5,3.8,175.7,89.5,123.0,8.5,Low,3
29.8,-105.0,126.8,2024-10-18,10,Fall,22.3,17.1,6.41,1.3,59.1,3.9,37.0,14.6,10.1,41.8,2.94,0.2,22.0,46.1,6.9,17.0,51,,0,Diversified,63.8,3.3,185.4,89.9,108.2,27.7,Low,2
38.4,-110.8,169.5,2023-12-15,12,Winter,36.3,9.1,9.0,1.6,49.0,18.8,32.2,13.6,10.0,67.9,0.5,0.7,10.0,60.9,18.1,7.7,203,Nitrogen,0,Wheat-Legume,43.1,1.7,186.4,90.0,82.1,10.9,Medium,3
40.2,-82.2,536.0,2023-04-25,4,Spring,30.0,19.2,8.04,1.5,61.6,18.5,19.8,16.9,4.5,44.2,0.65,0.1,21.2,49.3,32.3,16.9,104,Nitrogen,1,Monoculture,50.6,3.8,183.1,95.5,105.8,20.0,Medium,2
29.8,-96.3,427.1,2023-10-28,10,Fall,24.2,24.2,7.29,1.2,57.9,34.3,7.7,19.0,22.9,22.4,1.58,0.1,32.2,52.9,0.2,17.2,277,Organic,1,Diversified,54.8,3.2,181.0,77.1,127.6,25.8,Medium,2
39.6,-108.7,204.2,2024-03-21,3,Spring,29.4,17.9,6.45,1.5,38.0,52.6,9.4,32.7,27.6,50.6,4.95,0.4,20.8,61.5,115.3,17.3,303,NPK,4,Corn-Soy,79.2,7.0,167.3,72.4,99.4,20.6,Low,0
32.4,-89.2,249.6,2023-06-11,6,Summer,13.9,30.9,9.0,1.3,31.9,65.9,2.2,38.0,36.0,107.7,5.18,0.2,33.6,32.8,63.7,29.7,342,Phosphorus,2,Corn-Soy,67.4,4.5,162.0,64.0,42.3,54.2,Low,1
37.6,-118.0,278.1,2024-04-09,4,Spring,33.0,20.7,7.35,1.4,77.0,22.0,0.9,17.9,16.5,87.6,1.52,1.3,21.5,59.2,56.8,20.6,191,NPK,4,Monoculture,61.1,4.2,182.1,83.5,62.4,17.0,Medium,2
37.7,-103.7,374.2,2023-01-04,1,Winter,20.2,7.3,5.92,1.4,65.4,24.5,10.1,25.6,5.2,30.3,4.89,0.1,14.0,74.1,14.5,10.6,172,Organic,3,Fallow,73.3,5.0,174.4,94.8,119.7,23.8,Low,0
35.7,-96.6,393.5,2023-09-27,9,Fall,19.5,16.4,9.0,1.3,29.0,53.4,17.6,22.5,3.1,54.0,1.35,0.7,21.5,61.3,7.6,17.4,321,Organic,2,Diversified,50.8,3.1,177.5,96.9,96.0,30.5,Medium,3
26.8,-112.6,386.2,2024-05-27,5,Spring,45.3,27.8,8.26,1.0,90.7,2.8,6.5,18.4,15.1,46.6,5.22,1.8,28.4,44.5,94.3,14.8,178,Nitrogen,2,Fallow,68.6,5.5,181.6,84.9,103.4,4.7,Low,2
41.7,-70.8,178.7,2023-07-02,7,Summer,21.4,26.2,5.72,1.3,35.4,40.0,24.6,24.5,7.5,49.4,2.05,0.2,26.0,48.1,30.2,22.0,303,Phosphorus,7,Fallow,56.5,2.8,175.5,92.5,100.6,42.9,Low,1
31.4,-109.5,271.4,2024-06-03,6,Summer,14.6,28.8,9.0,1.2,43.1,44.9,12.0,27.0,9.4,65.7,2.65,1.2,28.3,45.3,35.9,29.2,300,Nitrogen,6,Monoculture,50.2,3.6,173.0,90.6,84.3,53.1,Low,1
28.7,-113.5,497.4,2023-04-19,4,Spring,31.9,25.8,7.41,1.1,53.0,17.9,29.2,57.1,10.6,49.4,8.0,0.2,26.4,64.9,68.4,23.2,62,,1,Diversified,72.7,5.8,142.9,89.4,100.6,18.1,Low,2
25.8,-109.8,966.9,2024-10-02,10,Fall,17.6,20.5,7.71,1.5,67.8,28.3,3.9,47.1,14.8,94.4,1.23,0.4,20.2,68.1,16.1,26.5,107,Organic,3,Monoculture,55.5,3.9,152.9,85.2,55.6,32.4,Medium,2
36.8,-81.5,265.7,2023-11-02,11,Fall,22.9,16.7,9.0,1.2,43.2,24.7,32.0,38.6,8.5,30.8,3.98,0.1,19.1,76.7,16.3,15.0,290,Phosphorus,4,Diversified,61.6,3.9,161.4,91.5,119.2,27.1,Low,3
38.6,-98.7,159.3,2024-10-16,10,Fall,12.6,15.4,5.18,0.9,18.9,59.5,21.7,17.9,20.3,73.1,4.74,0.2,19.9,63.8,7.9,16.6,248,NPK,3,Fallow,70.5,2.8,182.1,79.7,76.9,37.4,Low,3
25.3,-91.7,124.7,2024-06-03,6,Summer,28.2,34.7,5.79,1.3,53.6,40.8,5.6,11.7,7.3,81.6,3.04,0.1,34.3,31.1,91.2,26.5,347,NPK,3,Monoculture,64.7,6.1,188.3,92.7,68.4,32.6,Low,1
35.2,-118.9,388.3,2024-09-15,9,Fall,23.0,18.8,9.0,1.3,8.5,9.4,82.2,25.3,10.1,48.9,2.07,0.1,18.7,77.4,16.4,18.0,0,Nitrogen,2,Fallow,57.5,3.1,174.7,89.9,101.1,27.0,Low,3
29.5,-118.3,53.3,2023-07-23,7,Summer,14.0,29.4,5.7,1.3,58.3,21.1,20.6,8.2,19.7,60.2,1.89,2.7,29.6,44.9,10.5,30.1,124,NPK,2,Diversified,49.9,2.2,191.8,80.3,89.8,54.0,Medium,1
37.9,-97.7,391.1,2023-06-06,6,Summer,24.9,25.4,7.06,1.3,81.3,17.6,1.1,19.2,9.6,137.4,0.69,0.7,28.4,38.8,36.7,26.3,1,,7,Wheat-Legume,42.2,3.2,180.8,90.4,12.6,37.7,Medium,1
28.5,-79.2,395.9,2024-01-18,1,Winter,45.5,15.2,9.0,1.1,77.3,18.8,3.9,25.7,32.0,55.3,2.25,0.2,14.1,61.6,38.6,12.9,54,NPK,2,Wheat-Legume,53.7,2.8,174.3,68.0,94.7,3.6,Low,0
38.8,-75.7,164.2,2023-06-15,6,Summer,15.6,25.8,5.44,1.2,71.7,15.8,12.5,11.9,7.3,75.1,3.31,0.6,23.3,64.4,22.9,24.8,192,Organic,5,Diversified,60.7,3.2,188.1,92.7,74.9,51.6,Low,2
32.7,-115.7,299.4,2024-07-06,7,Summer,28.1,28.6,4.8,1.5,62.1,32.4,5.5,23.3,25.2,80.7,0.5,0.4,29.8,49.1,39.0,23.9,356,,5,Diversified,45.9,2.7,176.7,74.8,69.3,32.9,Medium,1
43.7,-93.1,209.6,2024-06-27,6,Summer,25.3,22.9,5.33,1.5,46.0,11.1,43.0,30.7,5.1,35.3,4.47,1.2,25.2,47.5,27.0,21.7,79,Organic,5,Corn-Soy,76.9,5.5,169.3,94.9,114.7,37.0,Low,1
27.8,-74.3,70.5,2023-01-01,1,Winter,33.2,19.8,7.03,1.2,63.0,27.2,9.8,19.3,8.8,148.8,0.5,0.1,21.4,53.1,6.6,15.0,174,Organic,1,Fallow,53.6,2.6,180.7,91.2,1.2,13.4,Medium,0
31.8,-100.6,371.0,2024-09-05,9,Fall,29.2,18.7,6.61,1.4,71.7,16.9,11.4,20.9,21.0,49.6,0.94,0.4,20.4,89.0,44.8,23.0,343,Organic,0,Fallow,59.7,3.6,179.1,79.0,100.4,20.8,Medium,2
27.3,-78.5,347.5,2023-11-28,11,Fall,19.8,22.5,6.42,1.3,63.6,35.3,1.0,29.1,40.9,50.7,2.21,0.1,27.0,56.5,57.2,20.4,236,NPK,1,Wheat-Legume,60.1,5.4,170.9,59.1,99.3,30.2,Low,2
43.5,-113.3,175.2,2024-05-15,5,Spring,31.2,22.6,6.27,1.2,58.5,19.8,21.7,47.6,17.5,70.6,5.04,0.6,28.1,48.5,27.0,20.7,306,Organic,2,Wheat-Legume,76.8,5.8,152.4,82.5,79.4,18.8,Low,2
42.5,-73.2,957.1,2023-01-20,1,Winter,30.8,5.7,5.69,1.5,19.1,42.7,38.2,22.6,20.8,58.2,0.93,0.4,7.5,85.8,86.0,12.6,33,,1,Fallow,52.1,3.8,177.4,79.2,91.8,15.4,Medium,0
30.2,-82.4,251.2,2023-04-25,4,Spring,23.2,24.8,6.33,1.1,55.8,43.4,0.8,28.3,17.8,47.6,1.16,0.5,27.2,32.7,131.0,22.2,70,NPK,4,Monoculture,62.2,6.2,171.7,82.2,102.4,26.8,Medium,1
38.2,-72.9,35.7,2024-01-07,1,Winter,33.7,11.1,7.93,1.4,46.9,37.2,15.8,17.4,10.7,71.1,1.11,0.6,18.6,54.9,14.0,11.2,242,Nitrogen,1,Wheat-Legume,62.0,2.9,182.6,89.3,78.9,13.1,Medium,0
41.3,-86.2,515.3,2023-11-11,11,Fall,19.1,14.8,8.77,1.0,16.3,60.6,23.0,28.5,2.3,32.6,4.33,0.2,16.0,60.3,49.7,15.9,114,Nitrogen,1,Monoculture,65.8,4.4,171.5,97.7,117.4,30.9,Low,3
36.1,-101.8,435.8,2023-09-03,9,Fall,36.6,17.5,8.19,1.4,65.3,16.8,17.9,28.8,6.9,100.0,1.64,0.1,18.3,78.3,4.7,14.3,202,,5,Monoculture,51.8,2.5,171.2,93.1,50.0,13.4,Medium,3
35.6,-73.1,472.1,2023-03-01,3,Spring,25.9,19.9,6.29,1.2,27.7,62.3,10.0,25.8,7.9,63.2,2.39,0.1,17.9,45.8,29.2,17.0,150,NPK,2,Diversified,65.7,3.8,174.2,92.1,86.8,24.1,Low,0
29.8,-106.2,103.4,2023-09-04,9,Fall,11.4,21.3,6.63,1.2,37.0,17.6,45.4,47.7,6.3,69.1,4.72,0.7,25.3,45.0,12.7,13.7,43,Nitrogen,2,Diversified,76.6,5.3,152.3,93.7,80.9,38.6,Low,2
26.9,-103.4,293.5,2024-08-03,8,Summer,31.0,28.4,9.0,1.2,11.7,15.4,72.9,17.6,4.2,47.4,5.7,2.6,26.1,53.8,41.6,26.7,76,Phosphorus,6,Corn-Soy,72.8,4.6,182.4,95.8,102.6,28.6,Medium,1
42.9,-85.0,248.0,2023-03-22,3,Spring,24.0,21.6,9.0,0.9,70.3,23.4,6.3,20.5,38.6,44.0,1.54,0.3,21.7,55.3,58.3,16.6,77,NPK,2,Diversified,56.2,4.1,179.5,61.4,106.0,26.0,Medium,2
43.0,-81.7,217.8,2023-03-29,3,Spring,20.3,21.4,9.0,1.0,18.1,6.8,75.2,41.2,7.8,33.5,2.99,0.1,20.4,52.1,17.4,15.7,145,NPK,0,Fallow,55.8,3.5,158.8,92.2,116.5,29.7,Low,0
37.7,-73.5,609.1,2024-05-12,5,Spring,33.1,20.0,6.44,1.5,50.6,41.1,8.3,17.4,4.7,73.9,1.96,0.1,18.2,62.5,38.5,22.2,1,Organic,2,Corn-Soy,73.8,4.8,182.6,95.3,76.1,16.9,Medium,0
31.8,-109.8,253.9,2023-03-12,3,Spring,40.7,25.7,5.27,1.3,26.2,28.1,45.8,30.3,92.2,28.6,0.93,0.3,32.3,60.4,96.1,14.7,300,NPK,3,Corn-Soy,54.9,4.0,169.7,7.8,121.4,9.3,Medium,1
32.0,-80.1,180.3,2024-06-29,6,Summer,27.9,28.9,7.18,1.6,62.7,22.0,15.3,50.8,24.7,59.5,3.65,0.6,31.3,54.1,64.8,30.8,111,NPK,4,Wheat-Legume,72.9,5.3,149.2,75.3,90.5,33.2,Low,1
39.5,-83.1,178.8,2023-05-09,5,Spring,25.4,19.8,8.35,1.0,27.6,54.3,18.1,30.2,6.3,44.5,2.2,0.5,17.0,50.5,44.2,17.4,195,NPK,0,Diversified,52.0,2.6,169.8,93.7,105.5,24.6,Low,0
42.9,-116.8,96.2,2023-05-12,5,Spring,31.0,16.7,9.0,1.5,46.5,11.2,42.2,25.2,6.8,59.6,0.5,0.2,19.6,63.9,72.5,17.6,149,NPK,1,Fallow,45.4,4.2,174.8,93.2,90.4,19.0,Medium,0
42.7,-100.6,272.9,2024-11-06,11,Fall,19.7,15.8,6.12,1.4,31.6,54.2,14.1,18.7,4.8,37.8,2.54,0.5,20.8,43.6,16.6,20.4,79,Organic,2,Monoculture,63.1,4.1,181.3,95.2,112.2,30.3,Low,3
40.6,-105.9,640.8,2024-05-01,5,Spring,43.3,18.0,7.53,1.5,66.6,13.6,19.8,36.1,4.4,89.9,3.83,0.4,21.5,63.0,11.1,18.3,190,Organic,3,Diversified,60.2,3.3,163.9,95.6,60.1,6.7,Low,2
37.8,-104.8,192.5,2024-07-16,7,Summer,18.5,28.1,8.65,1.3,51.2,27.6,21.2,12.2,7.1,36.4,8.0,0.1,33.5,51.4,33.2,19.5,328,Organic,5,Wheat-Legume,66.3,3.4,187.8,92.9,113.6,47.2,Low,1
26.7,-70.9,305.8,2023-06-19,6,Summer,22.8,32.1,7.01,1.3,21.3,71.4,7.3,9.8,17.4,20.0,1.56,0.3,35.8,25.2,15.3,32.6,78,,5,Monoculture,53.8,3.1,190.2,82.6,130.0,40.8,Medium,1
