field_id,measurement_date,soil_type,crop_type,region,season,soil_moisture_percent,soil_temperature_celsius,ph_level,nitrogen_ppm,phosphorus_ppm,potassium_ppm,organic_matter_percent,electrical_conductivity_ds_per_m,bulk_density_g_per_cm3,rainfall_last_week_mm,avg_humidity_percent,ndvi_vegetation_index,soil_health_score,health_category,recommendations
F0144,2025-03-02,Clay,Soybean,East,Spring,42.59,13.76,7.11,46.93,34.63,174.42,3.27,0.83,1.36,2.1,61.9,0.524,0.813,Excellent,Maintain current practices
F0145,2024-06-10,Sandy,Soybean,South,Winter,18.14,12.9,6.1,37.4,29.98,134.45,2.32,0.79,1.697,23.5,70.6,0.165,0.678,Good,Increase irrigation
F0146,2024-06-30,Peat,Barley,North,Summer,45.38,19.62,5.99,43.2,30.11,166.86,12.3,0.53,0.784,1.4,66.8,0.566,0.786,Good,Add lime to increase pH
F0147,2023-09-15,Sandy,Cotton,South,Fall,7.31,16.62,6.72,56.28,24.85,169.48,1.81,1.24,1.705,4.5,71.6,0.303,0.754,Good,Increase irrigation; Add organic compost
F0148,2023-10-26,Peat,Rice,East,Spring,73.78,14.29,5.33,48.81,37.39,130.44,11.27,0.94,0.805,13.5,75.2,0.36,0.616,Good,Add lime to increase pH; Improve drainage
F0149,2023-12-15,Peat,Barley,South,Winter,77.69,6.71,5.45,55.29,25.17,189.23,11.37,0.5,0.834,3.4,48.3,0.337,0.7,Good,Add lime to increase pH; Improve drainage
F0150,2024-11-25,Clay,Barley,West,Winter,48.92,10.16,6.9,35.51,14.94,170.64,3.73,1.65,1.292,3.1,62.7,0.059,0.757,Good,Apply phosphorus fertilizer
F0151,2025-01-02,Loam,Rice,North,Fall,31.07,9.01,6.74,37.14,23.56,234.91,3.09,2.27,1.38,2.6,58.6,0.388,0.737,Good,Reduce soil salinity
F0152,2023-11-15,Clay,Corn,West,Winter,46.89,11.05,6.79,56.52,19.7,197.04,3.51,0.48,1.349,3.5,77.5,0.157,0.857,Excellent,Maintain current practices
F0153,2025-03-30,Peat,Wheat,South,Summer,46.45,30.71,5.41,53.99,15.0,204.18,12.44,0.57,0.785,3.9,95.0,0.563,0.756,Good,Add lime to increase pH; Apply phosphorus fertilizer
F0154,2025-03-25,Loam,Corn,South,Spring,28.06,21.49,6.75,60.81,35.57,236.78,3.9,0.12,1.501,11.2,41.3,0.418,0.978,Excellent,Maintain current practices
F0155,2024-12-05,Silt,Soybean,Central,Winter,39.04,3.09,6.88,40.49,25.85,203.38,3.99,0.18,1.269,16.2,62.2,0.438,0.877,Excellent,Maintain current practices
F0156,2024-07-09,Silt,Barley,Central,Winter,43.53,2.1,7.0,31.98,27.91,215.48,2.79,0.97,1.474,3.2,50.7,0.363,0.782,Good,Maintain current practices
F0157,2024-03-31,Peat,Wheat,Central,Spring,75.16,13.85,5.0,59.52,5.0,150.74,11.49,0.33,0.725,13.5,47.8,0.562,0.646,Good,Add lime to increase pH; Apply phosphorus fertilizer; Improve drainage
F0158,2024-05-03,Sandy,Barley,North,Summer,7.31,19.6,6.26,55.04,21.32,134.58,2.53,0.14,1.609,4.1,72.2,0.515,0.747,Good,Increase irrigation
F0159,2024-10-23,Sandy,Corn,South,Spring,18.32,16.82,6.24,73.76,31.43,181.33,1.32,0.94,1.708,16.6,68.5,0.675,0.765,Good,Increase irrigation; Add organic compost
F0160,2024-04-25,Silt,Potato,East,Spring,37.26,16.68,6.81,53.13,16.2,197.58,3.39,1.17,1.517,0.5,63.9,0.704,0.883,Excellent,Maintain current practices
F0161,2025-08-04,Loam,Barley,West,Spring,29.12,16.86,6.34,47.54,32.12,203.01,4.45,0.87,1.582,8.6,72.4,0.521,0.805,Excellent,Maintain current practices
F0162,2024-11-09,Sandy,Barley,Central,Summer,13.79,24.04,5.74,55.95,21.86,222.4,2.11,1.36,1.463,8.8,55.4,0.446,0.615,Good,Add lime to increase pH; Increase irrigation
F0163,2024-01-24,Clay,Soybean,South,Fall,30.43,19.23,7.01,47.27,20.71,111.71,2.94,1.91,1.354,7.4,81.8,0.517,0.772,Good,Apply potassium fertilizer
F0164,2025-05-02,Clay,Wheat,South,Fall,31.02,16.17,7.28,37.29,17.34,193.75,3.48,0.85,1.224,22.4,55.8,0.023,0.77,Good,Maintain current practices
F0165,2024-12-23,Peat,Barley,West,Spring,67.51,15.7,5.47,38.8,17.63,139.84,12.1,0.88,0.792,9.6,90.1,0.801,0.584,Fair,Add lime to increase pH; Improve drainage
F0166,2024-11-22,Loam,Tomato,East,Winter,34.99,6.62,6.46,66.55,37.3,135.1,3.74,1.68,1.427,7.0,69.2,0.457,0.895,Excellent,Maintain current practices
F0167,2025-05-11,Clay,Wheat,West,Fall,34.31,13.91,6.74,49.11,29.58,177.51,4.06,0.64,1.214,7.5,63.0,0.424,0.892,Excellent,Maintain current practices
F0168,2025-07-22,Loam,Wheat,North,Summer,12.68,25.5,7.21,43.66,30.52,159.88,4.33,1.04,1.377,4.6,51.9,0.59,0.782,Good,Increase irrigation
F0169,2024-02-27,Peat,Wheat,East,Spring,74.05,17.97,5.33,55.92,29.0,198.88,12.04,1.41,0.942,13.6,53.6,0.606,0.705,Good,Add lime to increase pH; Improve drainage
F0170,2025-04-22,Silt,Potato,East,Summer,20.37,27.15,7.71,51.31,13.95,192.15,3.36,0.69,1.495,14.9,49.7,0.899,0.726,Good,Add sulfur to decrease pH; Apply phosphorus fertilizer
F0171,2024-08-22,Silt,Potato,North,Winter,37.35,3.72,6.88,47.64,25.2,103.21,2.99,0.46,1.375,6.1,46.2,0.422,0.805,Excellent,Apply potassium fertilizer
F0172,2024-02-12,Silt,Cotton,East,Spring,35.16,16.58,7.1,64.56,32.75,166.75,2.69,0.31,1.267,0.7,73.0,0.672,0.871,Excellent,Maintain current practices
F0173,2025-07-10,Loam,Tomato,West,Fall,26.65,13.49,6.76,62.62,25.69,91.23,4.09,0.4,1.26,8.4,78.8,0.372,0.907,Excellent,Apply potassium fertilizer
F0174,2024-07-19,Silt,Wheat,West,Spring,37.82,21.11,6.66,57.79,17.59,202.22,2.54,0.59,1.32,9.1,91.2,0.494,0.751,Good,Maintain current practices
F0175,2025-02-08,Loam,Cotton,North,Winter,31.85,1.38,7.53,53.46,13.98,157.41,4.71,3.04,1.534,0.5,52.0,0.38,0.66,Good,Add sulfur to decrease pH; Apply phosphorus fertilizer; Reduce soil salinity
F0176,2024-03-11,Clay,Potato,West,Spring,42.01,17.66,7.48,49.49,25.69,142.98,3.63,0.38,1.259,5.6,45.7,0.606,0.729,Good,Maintain current practices
F0177,2025-06-02,Peat,Cotton,Central,Winter,77.1,4.9,6.29,41.1,36.71,219.87,12.14,2.56,0.836,10.7,81.4,0.206,0.624,Good,Improve drainage; Reduce soil salinity
F0178,2025-03-16,Silt,Wheat,South,Fall,29.39,15.4,6.98,54.9,21.34,178.29,3.03,1.51,1.125,9.6,56.6,0.48,0.812,Excellent,Maintain current practices
F0179,2024-01-03,Sandy,Barley,West,Winter,13.87,8.24,5.81,32.48,20.01,172.62,1.5,0.1,1.729,16.3,74.8,0.129,0.635,Good,Add lime to increase pH; Increase irrigation; Add organic compost
F0180,2025-03-18,Clay,Soybean,South,Fall,34.98,18.2,7.4,29.13,25.66,198.29,4.23,1.38,1.379,2.9,65.9,0.511,0.85,Excellent,Apply nitrogen fertilizer
F0181,2023-12-26,Clay,Tomato,North,Summer,23.17,21.04,7.29,75.71,26.58,192.45,4.35,1.73,1.486,17.7,92.1,0.567,0.811,Excellent,Maintain current practices
F0182,2024-06-25,Silt,Corn,South,Winter,37.04,7.82,6.76,52.04,13.76,180.62,3.45,0.37,1.502,17.7,74.0,0.136,0.894,Excellent,Apply phosphorus fertilizer
F0183,2024-12-27,Peat,Barley,West,Winter,78.52,8.11,5.15,34.84,29.78,142.07,12.23,0.23,0.904,12.3,54.5,0.387,0.632,Good,Add lime to increase pH; Improve drainage
F0184,2024-09-27,Sandy,Potato,Central,Summer,8.88,22.98,5.41,60.4,12.48,183.81,1.67,1.35,1.57,13.5,60.6,0.65,0.606,Good,Add lime to increase pH; Apply phosphorus fertilizer; Increase irrigation; Add organic compost
F0185,2024-10-29,Sandy,Rice,North,Fall,16.41,5.93,6.23,44.9,16.87,170.24,1.78,0.75,1.419,13.2,74.3,0.499,0.718,Good,Increase irrigation; Add organic compost
F0186,2024-07-02,Loam,Barley,North,Fall,28.27,13.02,7.11,43.99,33.36,185.8,4.21,0.63,1.556,2.3,56.7,0.355,0.8,Good,Maintain current practices
F0187,2025-03-05,Peat,Potato,South,Winter,79.88,11.77,5.32,48.99,40.63,159.77,11.47,2.2,0.8,2.5,80.2,0.501,0.576,Fair,Add lime to increase pH; Improve drainage; Reduce soil salinity
F0188,2024-12-10,Silt,Cotton,East,Winter,37.54,7.46,7.51,54.5,17.96,259.48,2.73,0.64,1.384,12.2,85.0,0.362,0.801,Excellent,Add sulfur to decrease pH
F0189,2024-04-27,Loam,Soybean,South,Winter,32.63,11.12,6.04,32.63,26.93,133.96,4.39,0.71,1.226,17.8,63.9,0.232,0.831,Excellent,Maintain current practices
F0190,2025-08-23,Silt,Wheat,East,Winter,36.73,2.74,7.19,50.04,18.57,215.81,2.68,1.01,1.432,18.6,63.2,0.223,0.787,Good,Maintain current practices
F0191,2023-10-08,Silt,Tomato,South,Winter,38.38,8.51,6.95,47.61,21.07,168.6,2.87,0.69,1.18,5.7,47.0,0.144,0.789,Good,Maintain current practices
F0192,2023-12-12,Sandy,Cotton,North,Winter,18.44,0.46,5.61,46.35,26.45,203.8,1.52,0.59,1.507,1.1,62.7,0.246,0.706,Good,Add lime to increase pH; Increase irrigation; Add organic compost
F0193,2024-10-24,Peat,Potato,North,Summer,42.55,27.39,5.6,49.57,24.24,108.95,11.96,0.4,0.681,0.5,92.5,0.722,0.821,Excellent,Add lime to increase pH; Apply potassium fertilizer
F0194,2024-08-12,Sandy,Corn,West,Fall,16.11,14.79,5.42,52.77,31.76,178.04,1.1,0.8,1.77,5.9,80.5,0.044,0.606,Good,Add lime to increase pH; Increase irrigation; Add organic compost
F0195,2025-07-22,Peat,Tomato,North,Fall,64.69,8.45,5.43,57.6,40.23,245.04,13.11,0.73,0.59,15.2,68.3,0.135,0.706,Good,Add lime to increase pH; Improve drainage
F0196,2025-03-08,Peat,Tomato,East,Winter,75.49,3.78,5.34,55.61,31.67,135.81,12.11,1.89,0.749,9.1,52.3,0.22,0.657,Good,Add lime to increase pH; Improve drainage
F0197,2024-04-20,Clay,Corn,South,Fall,31.69,18.36,7.32,52.54,18.29,144.53,3.77,1.9,1.286,2.8,64.5,0.164,0.759,Good,Maintain current practices
F0198,2024-11-28,Clay,Tomato,North,Spring,40.0,12.58,7.14,54.09,8.03,155.73,3.73,0.55,1.247,20.9,56.0,0.433,0.918,Excellent,Apply phosphorus fertilizer
F0199,2024-07-29,Sandy,Barley,North,Spring,18.66,12.04,6.27,45.19,25.01,182.25,1.54,1.87,1.578,8.0,58.6,0.637,0.654,Good,Increase irrigation; Add organic compost
F0200,2024-11-15,Clay,Barley,East,Fall,32.56,10.91,7.57,38.1,36.43,155.4,3.66,0.58,1.369,26.9,55.4,0.275,0.898,Excellent,Add sulfur to decrease pH
F0201,2025-04-02,Sandy,Soybean,Central,Winter,19.91,3.59,5.64,39.04,26.57,207.8,1.07,0.28,1.715,3.8,79.3,0.449,0.726,Good,Add lime to increase pH; Increase irrigation; Add organic compost
F0202,2025-05-17,Sandy,Rice,South,Spring,14.74,17.44,5.97,41.61,18.44,129.94,1.57,0.29,1.632,2.9,64.2,0.673,0.575,Fair,Add lime to increase pH; Increase irrigation; Add organic compost
F0203,2024-04-25,Silt,Soybean,West,Summer,21.03,31.15,6.89,48.6,31.53,214.61,3.08,1.25,1.42,3.6,91.2,0.559,0.876,Excellent,Maintain current practices
F0204,2025-07-14,Silt,Barley,West,Fall,26.69,15.85,6.85,38.06,18.31,104.61,3.11,2.5,1.159,7.9,46.9,0.264,0.762,Good,Apply potassium fertilizer; Reduce soil salinity
F0205,2023-11-15,Clay,Potato,East,Summer,21.47,24.45,7.41,64.42,35.01,256.38,3.9,0.7,1.386,7.6,66.4,0.446,0.852,Excellent,Maintain current practices
F0206,2025-06-16,Silt,Cotton,Central,Fall,30.45,10.64,7.13,66.65,11.05,203.29,2.97,1.16,1.309,27.4,43.8,0.398,0.722,Good,Apply phosphorus fertilizer
F0207,2024-03-22,Silt,Barley,West,Fall,33.09,14.86,7.13,24.69,22.37,226.14,2.74,0.31,1.286,1.9,30.0,0.217,0.729,Good,Apply nitrogen fertilizer
F0208,2024-09-25,Silt,Potato,North,Summer,22.45,22.92,6.76,39.71,28.29,172.53,3.17,2.84,1.101,4.8,67.4,0.608,0.874,Excellent,Reduce soil salinity
F0209,2025-08-17,Peat,Cotton,Central,Fall,61.5,11.73,5.29,52.13,17.74,187.19,12.24,0.7,0.737,18.3,60.0,0.066,0.772,Good,Add lime to increase pH; Improve drainage
F0210,2023-09-09,Loam,Wheat,West,Fall,23.6,13.42,6.48,30.7,34.26,231.46,4.12,0.47,1.432,6.4,47.0,0.256,0.871,Excellent,Maintain current practices
F0211,2024-06-20,Peat,Wheat,Central,Winter,80.0,5.03,5.03,47.83,22.95,234.82,12.71,2.18,0.744,4.4,92.3,0.255,0.599,Fair,Add lime to increase pH; Improve drainage; Reduce soil salinity
F0212,2025-05-28,Sandy,Cotton,South,Summer,10.96,32.51,5.93,69.32,30.86,171.46,2.13,0.56,1.405,9.3,61.6,0.587,0.792,Good,Add lime to increase pH; Increase irrigation
F0213,2024-07-13,Loam,Rice,North,Spring,27.92,14.62,6.45,58.77,21.21,182.94,4.03,1.97,1.509,2.5,73.6,0.263,0.911,Excellent,Maintain current practices
F0214,2024-01-13,Silt,Wheat,Central,Fall,29.02,11.32,7.45,41.19,18.28,171.01,2.43,1.08,1.399,6.2,56.1,0.284,0.762,Good,Maintain current practices
F0215,2024-02-27,Clay,Barley,East,Winter,43.94,4.28,7.18,40.54,25.25,152.93,4.0,0.9,1.25,8.6,71.6,0.147,0.851,Excellent,Maintain current practices
F0216,2025-02-25,Sandy,Rice,Central,Fall,14.27,13.56,5.81,40.56,34.68,169.24,1.5,1.33,1.589,3.8,75.2,0.184,0.656,Good,Add lime to increase pH; Increase irrigation; Add organic compost
F0217,2025-01-06,Peat,Barley,South,Fall,58.03,13.14,5.3,47.39,6.04,190.09,11.41,1.29,0.871,5.7,54.6,0.555,0.626,Good,Add lime to increase pH; Apply phosphorus fertilizer; Improve drainage
F0218,2023-11-17,Loam,Cotton,North,Winter,37.2,0.28,6.96,40.9,29.19,166.98,4.04,1.29,1.253,5.5,72.7,0.446,0.837,Excellent,Maintain current practices
F0219,2023-12-02,Sandy,Soybean,West,Fall,18.55,14.96,5.79,46.21,15.87,164.93,1.7,1.29,1.712,6.0,75.7,0.103,0.743,Good,Add lime to increase pH; Increase irrigation; Add organic compost
F0220,2024-12-09,Silt,Wheat,East,Spring,30.49,13.43,7.34,55.68,32.42,201.71,3.73,1.04,1.255,4.7,73.8,0.541,0.856,Excellent,Maintain current practices
F0221,2025-06-15,Loam,Barley,Central,Winter,35.18,6.8,7.31,54.99,32.34,111.18,5.11,1.58,1.323,3.2,76.4,0.179,0.902,Excellent,Apply potassium fertilizer
F0222,2023-09-26,Loam,Corn,South,Winter,35.72,10.65,6.71,38.08,23.33,201.34,4.04,0.82,1.293,27.8,56.8,0.169,0.882,Excellent,Maintain current practices
F0223,2025-06-25,Peat,Cotton,Central,Summer,42.23,28.24,6.09,53.82,25.0,187.85,11.6,1.31,0.776,11.5,54.0,0.885,0.858,Excellent,Maintain current practices
F0224,2023-12-29,Clay,Potato,East,Winter,45.83,5.3,7.55,57.29,24.07,190.1,3.83,0.29,1.276,8.6,82.5,0.113,0.706,Good,Add sulfur to decrease pH
F0225,2025-01-17,Sandy,Wheat,North,Fall,17.13,7.48,6.09,57.28,19.74,164.9,1.94,0.25,1.524,18.4,67.0,0.391,0.864,Excellent,Increase irrigation; Add organic compost
F0226,2024-10-02,Clay,Corn,South,Summer,24.8,28.32,7.63,53.29,13.89,156.2,3.36,0.49,1.442,5.2,80.2,0.851,0.733,Good,Add sulfur to decrease pH; Apply phosphorus fertilizer
F0227,2025-04-24,Silt,Cotton,Central,Winter,35.54,7.27,7.1,42.5,26.73,138.97,3.55,1.72,1.35,17.5,47.3,0.367,0.911,Excellent,Maintain current practices
F0228,2025-05-23,Sandy,Tomato,North,Winter,16.46,1.28,6.12,59.57,17.14,224.87,2.96,0.97,1.51,13.3,45.9,0.3,0.726,Good,Increase irrigation
F0229,2024-04-10,Silt,Barley,North,Fall,26.72,10.67,7.27,29.63,37.72,202.96,3.7,0.23,1.41,3.7,75.6,0.264,0.8,Good,Apply nitrogen fertilizer
F0230,2023-12-11,Silt,Potato,South,Fall,33.69,15.07,7.49,45.72,37.72,207.16,2.93,0.54,1.316,7.8,70.1,0.312,0.72,Good,Maintain current practices
F0231,2024-06-09,Loam,Cotton,North,Winter,33.87,0.04,6.45,36.5,10.65,125.78,3.85,2.84,1.417,12.1,63.8,0.121,0.81,Excellent,Apply phosphorus fertilizer; Reduce soil salinity
F0232,2025-07-10,Sandy,Corn,West,Spring,23.42,13.63,5.69,63.76,17.28,200.24,1.44,3.16,1.719,1.2,78.8,0.478,0.638,Good,Add lime to increase pH; Add organic compost; Reduce soil salinity
F0233,2024-05-07,Sandy,Wheat,North,Fall,17.58,9.28,5.53,38.58,24.41,176.97,2.79,0.22,1.72,10.6,95.0,0.239,0.736,Good,Add lime to increase pH; Increase irrigation
F0234,2025-04-23,Sandy,Soybean,North,Summer,12.21,22.39,5.97,45.49,5.0,207.28,1.86,0.7,1.805,5.1,77.7,0.899,0.608,Good,Add lime to increase pH; Apply phosphorus fertilizer; Increase irrigation; Add organic compost
F0235,2025-05-03,Sandy,Soybean,East,Summer,8.85,24.71,6.25,43.66,14.66,158.71,1.5,0.78,1.633,18.8,68.8,0.808,0.669,Good,Apply phosphorus fertilizer; Increase irrigation; Add organic compost
F0236,2025-03-07,Clay,Barley,South,Summer,27.8,30.93,7.6,54.58,24.22,270.9,3.94,1.26,1.172,21.0,73.3,0.704,0.783,Good,Add sulfur to decrease pH
F0237,2024-01-13,Loam,Rice,North,Spring,29.67,10.39,6.68,44.69,21.18,129.79,4.14,0.52,1.162,6.3,65.3,0.424,0.968,Excellent,Maintain current practices
F0238,2023-09-17,Clay,Cotton,South,Fall,40.69,17.31,7.51,51.4,14.31,163.53,3.57,0.57,1.278,1.6,66.8,0.447,0.672,Good,Add sulfur to decrease pH; Apply phosphorus fertilizer
F0239,2024-11-05,Sandy,Barley,North,Summer,13.96,24.77,5.91,29.57,22.11,177.43,1.29,0.54,1.611,12.1,51.1,0.36,0.619,Good,Add lime to increase pH; Apply nitrogen fertilizer; Increase irrigation; Add organic compost
F0240,2024-12-03,Peat,Corn,North,Winter,77.36,2.99,5.34,59.09,40.48,212.62,11.98,0.72,0.764,12.0,59.8,0.225,0.61,Good,Add lime to increase pH; Improve drainage
F0241,2025-05-22,Loam,Corn,West,Summer,18.47,26.88,6.95,61.73,34.77,144.93,5.06,0.14,1.434,10.3,53.1,0.664,0.982,Excellent,Increase irrigation
F0242,2023-11-02,Clay,Barley,West,Spring,35.35,18.01,6.45,42.67,38.03,156.73,2.91,0.71,1.507,18.1,39.0,0.584,0.757,Good,Maintain current practices
F0243,2025-01-15,Silt,Tomato,West,Spring,42.29,20.19,7.2,65.5,24.61,173.59,3.17,2.16,1.411,25.9,75.3,0.82,0.713,Good,Reduce soil salinity
F0244,2025-05-15,Silt,Corn,North,Fall,29.89,7.94,6.53,57.77,45.09,106.4,2.98,1.32,1.362,3.8,64.1,0.0,0.889,Excellent,Apply potassium fertilizer
F0245,2025-06-01,Sandy,Corn,South,Fall,17.88,17.1,6.07,63.59,26.79,216.16,1.65,2.0,1.614,14.9,52.5,0.204,0.662,Good,Increase irrigation; Add organic compost
F0246,2024-12-08,Peat,Cotton,West,Fall,56.8,18.25,5.9,65.36,15.22,182.85,11.35,0.46,0.708,20.3,82.7,0.646,0.694,Good,Add lime to increase pH; Improve drainage
F0247,2025-07-02,Peat,Tomato,North,Spring,75.78,14.29,5.21,80.06,27.69,170.9,11.59,0.45,0.8,18.2,76.7,0.481,0.626,Good,Add lime to increase pH; Improve drainage
F0248,2024-04-21,Peat,Soybean,West,Winter,80.0,4.3,5.38,35.27,25.89,172.84,12.2,1.37,0.873,7.7,71.3,0.479,0.649,Good,Add lime to increase pH; Improve drainage
F0249,2024-10-30,Silt,Cotton,West,Winter,34.88,7.7,6.41,50.38,40.18,142.08,2.58,1.43,1.267,4.9,61.5,0.412,0.817,Excellent,Maintain current practices
F0250,2025-07-13,Clay,Cotton,West,Fall,35.8,13.32,7.31,49.01,28.66,160.12,3.41,0.34,1.296,16.5,56.2,0.417,0.823,Excellent,Maintain current practices
F0251,2023-11-08,Loam,Cotton,South,Winter,33.72,11.1,6.93,43.39,26.19,194.57,4.2,0.1,1.295,8.5,70.6,0.347,0.975,Excellent,Maintain current practices
F0252,2023-12-08,Clay,Corn,North,Winter,41.73,3.46,7.38,53.86,27.71,221.18,3.94,0.29,1.382,7.1,92.1,0.132,0.833,Excellent,Maintain current practices
F0253,2025-04-23,Loam,Rice,Central,Spring,30.54,17.46,6.98,41.2,44.88,190.59,4.84,0.74,1.341,10.5,83.3,0.759,0.981,Excellent,Maintain current practices
F0254,2024-08-28,Peat,Cotton,North,Winter,77.05,0.86,5.6,57.47,23.22,222.61,12.73,0.37,0.716,16.6,54.1,0.364,0.694,Good,Add lime to increase pH; Improve drainage
F0255,2024-08-26,Silt,Wheat,East,Fall,25.69,9.37,7.08,27.94,33.1,173.67,4.62,3.39,1.371,5.2,40.4,0.032,0.776,Good,Apply nitrogen fertilizer; Reduce soil salinity
F0256,2024-04-17,Clay,Soybean,South,Winter,47.25,10.99,7.52,25.4,6.47,214.32,3.09,0.1,1.315,8.3,65.3,0.231,0.68,Good,Add sulfur to decrease pH; Apply nitrogen fertilizer; Apply phosphorus fertilizer
F0257,2023-12-27,Clay,Cotton,Central,Fall,33.89,9.3,6.99,54.17,27.57,186.72,3.0,0.72,1.177,1.9,56.2,0.349,0.924,Excellent,Maintain current practices
F0258,2025-05-16,Loam,Soybean,West,Spring,28.66,15.62,6.21,42.83,41.34,191.09,4.19,1.06,1.399,10.0,40.6,0.454,0.937,Excellent,Maintain current practices
F0259,2025-08-20,Loam,Wheat,South,Fall,26.99,15.89,7.1,41.02,18.74,149.61,3.31,1.18,1.492,6.5,33.9,0.287,0.795,Good,Maintain current practices
F0260,2024-03-04,Loam,Cotton,East,Spring,29.02,12.91,6.45,63.71,20.6,192.65,3.76,0.96,1.53,7.1,68.3,0.601,0.852,Excellent,Maintain current practices
F0261,2025-06-10,Sandy,Tomato,North,Summer,10.01,22.42,5.7,63.87,13.89,115.99,1.19,0.94,1.549,3.8,74.8,0.722,0.537,Fair,Add lime to increase pH; Apply phosphorus fertilizer; Apply potassium fertilizer; Increase irrigation; Add organic compost
F0262,2024-09-20,Clay,Corn,Central,Summer,25.76,23.29,7.23,55.88,10.66,164.69,3.44,0.6,1.182,11.2,56.8,0.593,0.819,Excellent,Apply phosphorus fertilizer
F0263,2024-09-13,Silt,Potato,East,Summer,18.99,27.34,6.65,61.5,34.46,199.24,2.9,0.54,1.21,20.1,83.6,0.657,0.798,Good,Increase irrigation
F0264,2023-10-24,Loam,Cotton,Central,Spring,29.07,13.77,6.59,67.83,14.03,244.35,4.61,1.75,1.354,21.2,62.8,0.794,0.825,Excellent,Apply phosphorus fertilizer
F0265,2025-07-22,Sandy,Rice,Central,Spring,16.9,14.7,5.58,52.73,19.21,172.18,1.57,0.42,1.494,8.0,69.8,0.848,0.674,Good,Add lime to increase pH; Increase irrigation; Add organic compost
F0266,2025-01-10,Clay,Barley,West,Winter,48.49,4.22,7.25,33.22,13.18,150.43,4.1,1.61,1.324,6.9,40.0,0.345,0.729,Good,Apply phosphorus fertilizer
F0267,2024-04-08,Peat,Potato,West,Fall,54.47,12.22,5.48,52.29,7.43,173.52,12.07,1.51,0.746,17.3,59.1,0.45,0.765,Good,Add lime to increase pH; Apply phosphorus fertilizer; Improve drainage
F0268,2023-12-23,Peat,Corn,East,Winter,80.0,5.86,5.61,50.55,23.96,246.76,11.53,2.37,0.768,2.9,72.3,0.088,0.644,Good,Add lime to increase pH; Improve drainage; Reduce soil salinity
F0269,2023-10-17,Loam,Potato,Central,Fall,28.03,10.31,6.35,47.27,24.3,201.93,4.67,0.8,1.299,15.1,61.1,0.25,0.952,Excellent,Maintain current practices
F0270,2023-09-08,Sandy,Tomato,Central,Spring,19.39,12.64,6.05,77.37,37.22,215.5,2.18,0.87,1.639,5.2,67.9,0.548,0.726,Good,Increase irrigation
F0271,2024-05-19,Sandy,Barley,South,Summer,11.64,32.46,5.82,31.28,21.7,216.54,2.07,1.14,1.479,6.8,95.0,0.686,0.617,Good,Add lime to increase pH; Increase irrigation
F0272,2025-01-22,Loam,Cotton,North,Spring,28.17,11.81,6.73,68.93,26.49,150.73,5.15,0.87,1.477,6.2,54.4,0.902,1.0,Excellent,Maintain current practices
F0273,2025-02-27,Silt,Rice,South,Winter,37.81,7.8,7.1,40.69,27.85,187.66,3.25,2.16,1.462,22.4,95.0,0.131,0.805,Excellent,Reduce soil salinity
F0274,2023-10-14,Sandy,Cotton,North,Winter,13.25,3.11,5.84,65.39,18.8,112.43,1.56,1.42,1.393,8.5,64.6,0.218,0.654,Good,Add lime to increase pH; Apply potassium fertilizer; Increase irrigation; Add organic compost
F0275,2024-07-17,Silt,Wheat,West,Spring,35.3,17.06,6.92,53.15,38.64,275.63,3.19,0.77,1.19,5.6,74.5,0.836,0.879,Excellent,Maintain current practices
F0276,2025-08-27,Peat,Tomato,Central,Winter,78.35,3.65,5.85,58.3,20.83,116.77,11.97,0.53,0.615,14.5,60.9,0.178,0.676,Good,Add lime to increase pH; Apply potassium fertilizer; Improve drainage
F0277,2023-09-22,Silt,Barley,North,Winter,38.02,2.56,7.3,33.49,32.96,150.85,4.07,2.38,1.339,12.1,61.7,0.431,0.779,Good,Reduce soil salinity
F0278,2025-08-07,Loam,Rice,Central,Winter,35.28,9.41,6.57,30.16,26.54,225.79,3.73,0.86,1.39,11.1,68.5,0.219,0.846,Excellent,Maintain current practices
F0279,2024-05-07,Loam,Corn,West,Spring,32.13,17.44,6.5,61.99,36.41,193.16,4.62,1.01,1.481,3.4,55.5,0.715,0.981,Excellent,Maintain current practices
F0280,2024-10-10,Silt,Tomato,Central,Spring,33.26,13.85,6.95,84.96,29.51,127.04,2.95,0.68,1.311,6.5,58.9,0.821,0.829,Excellent,Maintain current practices
F0281,2024-02-20,Loam,Cotton,South,Fall,25.15,16.88,6.65,50.64,25.52,183.19,3.77,0.71,1.476,3.1,86.3,0.163,0.823,Excellent,Maintain current practices
F0282,2024-08-23,Clay,Corn,Central,Summer,27.55,26.54,7.39,72.49,23.71,155.0,3.01,0.31,1.435,15.5,83.2,0.526,0.877,Excellent,Maintain current practices
F0283,2024-01-28,Loam,Rice,South,Spring,29.44,18.65,6.47,43.29,36.35,136.63,5.26,0.4,1.475,6.9,36.6,0.426,0.841,Excellent,Maintain current practices
F0284,2025-07-03,Loam,Soybean,South,Summer,17.86,28.73,7.31,50.0,38.58,152.76,4.27,0.1,1.507,19.5,67.3,0.594,0.866,Excellent,Increase irrigation
F0285,2025-03-31,Clay,Rice,West,Winter,37.36,7.51,7.35,50.7,27.95,174.77,4.05,0.54,1.223,8.1,79.9,0.267,0.888,Excellent,Maintain current practices
